Episode	Agent 1	Agent 2
713	7		11
714	7		10
715	7		5
716	5		8
717	6		7
718	4		14
719	6		11
720	10		5
721	4		9
722	9		7
723	5		11
724	9		9
725	3		11
726	0		12
727	13		7
728	1		3
729	7		13
730	4		5
731	7		12
732	8		10
733	6		8
734	6		6
735	6		5
736	12		4
737	6		6
738	2		4
739	9		8
740	8		5
741	9		7
742	5		5
743	9		5
744	7		8
745	13		4
746	10		5
747	5		4
748	9		5
749	7		7
750	8		6
751	5		7
752	8		7
753	4		9
754	8		13
755	13		7
756	8		5
757	7		11
758	10		10
759	10		9
760	4		8
761	9		7
762	10		5
763	10		10
764	9		14
765	6		5
766	8		5
767	9		5
768	5		12
769	9		7
770	10		7
771	8		7
772	10		9
773	5		8
774	7		6
775	9		7
776	9		5
777	7		7
778	10		6
779	9		6
780	7		12
781	7		3
782	7		6
783	11		4
784	8		9
785	2		1
786	9		5
787	7		4
788	7		10
789	8		6
790	7		7
791	10		13
792	5		8
793	5		7
794	6		7
795	7		6
796	4		10
797	7		5
798	6		11
799	10		6
800	7		8
801	6		7
802	5		1
803	7		7
804	8		7
805	8		7
806	8		8
807	5		4
808	6		8
809	7		7
810	3		8
811	10		8
812	5		8
813	7		9
814	6		6
815	7		4
816	9		7
817	8		9
818	7		7
819	7		4
820	8		10
821	8		10
822	6		8
823	10		9
824	5		9
825	9		5
826	7		5
827	5		4
828	9		8
829	3		7
830	6		9
831	6		9
832	10		7
833	5		5
834	7		8
835	11		14
836	15		10
837	11		8
838	9		13
839	8		11
840	11		17
841	11		12
842	9		11
843	4		5
844	9		8
845	8		11
846	5		8
847	5		5
848	5		9
849	4		6
850	10		8
851	6		9
852	8		5
853	8		4
854	9		6
855	4		0
856	4		2
857	5		2
858	7		6
859	6		7
860	9		5
861	8		1
862	6		2
863	4		5
864	1		1
865	6		6
866	4		6
867	5		6
868	5		7
869	5		4
870	5		7
871	8		10
872	8		6
873	5		7
874	5		7
875	5		5
876	5		8
877	6		3
878	1		3
879	5		8
880	3		5
881	9		6
882	2		1
883	7		6
884	8		6
885	7		5
886	9		3
887	11		4
888	10		10
889	12		3
890	9		4
891	12		5
892	10		9
893	10		8
894	9		5
895	8		8
896	5		9
897	7		3
898	6		3
899	9		8
900	8		7
901	8		7
902	6		5
903	9		8
904	8		8
905	8		6
906	9		8
907	12		8
908	8		8
909	7		10
910	5		7
911	8		6
912	10		8
913	7		6
914	4		6
915	6		7
916	6		7
917	9		9
918	10		8
919	5		3
920	4		5
921	6		3
922	5		4
923	2		4
924	2		1
925	2		0
926	3		5
927	1		1
928	4		6
929	3		3
930	1		0
931	2		3
932	1		2
933	2		8
934	0		15
935	2		2
936	0		7
937	2		2
938	2		2
939	1		5
940	1		2
941	1		3
942	0		4
943	4		8
944	2		5
945	23		2
946	9		2
947	3		3
948	6		7
949	7		8
950	3		7
951	5		7
952	4		9
953	7		7
954	9		12
955	6		9
956	8		7
957	9		8
958	12		10
959	12		6
960	12		10
961	6		11
962	6		5
963	5		11
964	8		8
965	9		7
966	5		11
967	4		6
968	4		8
969	13		8
970	14		9
971	8		6
972	8		9
973	9		9
974	9		10
975	11		7
976	14		8
977	12		3
978	2		5
979	12		4
980	11		3
981	13		2
982	12		2
983	4		1
984	8		0
985	2		5
986	8		6
987	12		2
988	11		1
989	8		2
990	9		4
991	10		1
992	6		8
993	9		6
994	8		3
995	7		2
996	9		5
997	4		3
998	4		3
999	4		5
1000	6		3
