Episode	Agent 1	Agent 2
396	15		8
397	10		14
398	17		17
399	20		19
400	12		19
401	19		14
402	18		18
403	10		18
404	15		18
405	18		18
406	18		18
407	13		14
408	21		15
409	11		16
410	15		8
411	7		6
412	7		12
413	22		17
414	19		12
415	17		19
416	14		15
417	16		20
418	20		17
419	20		16
420	12		23
421	20		19
422	19		18
423	17		19
424	18		18
425	15		13
426	17		19
427	15		21
428	21		16
429	18		18
430	17		17
431	16		21
432	18		18
433	4		9
434	16		20
435	20		16
436	14		22
437	18		18
438	16		20
439	13		20
440	18		19
441	15		15
442	20		16
443	21		18
444	15		21
445	10		16
446	12		10
447	13		13
448	20		16
449	11		13
450	7		17
451	19		14
452	19		11
453	16		8
454	19		14
455	22		13
456	3		5
457	17		11
458	19		17
459	17		19
460	19		11
461	20		15
462	13		20
463	18		15
464	17		19
465	20		13
466	5		12
467	11		14
468	20		17
469	21		16
470	15		20
471	20		19
472	20		16
473	5		7
474	8		11
475	17		17
476	17		20
477	17		15
478	15		21
479	15		20
480	18		18
481	16		20
482	4		14
483	18		15
484	17		19
485	18		18
486	13		19
487	18		15
488	19		17
489	16		16
490	18		18
491	10		17
492	23		15
493	16		20
494	17		16
495	11		16
496	14		21
497	15		19
498	17		19
499	20		16
500	10		17
501	20		13
502	16		17
503	18		15
504	9		13
505	11		14
506	7		19
507	10		13
508	5		14
509	14		13
510	6		23
511	17		18
512	17		19
513	17		19
514	6		18
515	8		23
516	20		16
517	17		14
518	17		14
519	10		16
520	19		17
521	11		17
522	12		14
523	18		18
524	17		14
525	21		15
526	17		19
527	14		12
528	14		17
529	16		7
530	13		11
531	19		17
532	15		22
533	19		17
534	8		16
535	8		8
536	20		18
537	17		13
538	21		15
539	17		7
540	13		10
541	19		17
542	21		12
543	15		10
544	5		3
545	19		17
546	20		14
547	20		16
548	22		14
549	24		12
550	7		9
551	14		13
552	15		14
553	17		19
554	19		17
555	21		15
556	7		6
557	22		14
558	21		15
559	18		16
560	17		19
561	15		20
562	19		17
563	13		19
564	19		18
565	17		19
566	20		17
567	13		13
568	18		19
569	17		16
570	18		18
571	3		4
572	16		10
573	17		17
574	15		14
575	20		18
576	6		10
577	21		15
578	16		19
579	14		19
580	15		21
581	16		21
582	15		14
583	13		8
584	18		18
585	16		18
586	15		16
587	17		19
588	4		7
589	20		16
590	16		20
591	21		15
592	15		21
593	20		19
594	23		11
595	18		18
596	14		18
597	23		13
598	15		21
599	16		20
600	12		16
601	17		19
602	18		13
603	4		4
604	20		6
605	14		20
606	19		17
607	19		19
608	13		18
609	18		16
610	14		13
611	13		14
612	6		8
613	14		4
614	15		14
615	16		20
616	10		16
617	10		19
618	16		20
619	14		22
620	15		10
621	19		17
622	16		20
623	17		17
624	19		17
625	10		9
626	19		17
627	8		9
628	17		17
629	12		12
630	13		18
631	18		18
632	18		18
633	18		18
634	17		16
635	13		18
636	21		16
637	11		14
638	13		15
639	20		16
640	12		18
641	18		18
642	17		17
643	19		17
644	15		18
645	9		15
646	9		15
647	4		1
648	16		21
649	12		12
650	12		12
651	17		16
652	14		19
653	11		7
654	17		19
655	16		21
656	15		21
657	12		13
658	18		16
659	12		16
660	15		15
661	16		15
662	14		10
663	17		20
664	16		20
665	19		17
666	19		17
667	12		12
668	19		16
669	20		16
670	20		16
671	16		20
672	17		16
673	18		17
674	20		16
675	15		17
676	17		19
677	18		18
678	18		18
679	22		15
680	9		11
681	21		15
682	17		20
683	14		13
684	16		17
685	14		6
686	18		18
687	12		13
688	19		17
689	20		14
690	18		16
691	16		21
692	18		7
693	15		21
694	19		9
695	19		17
696	15		15
697	19		18
698	11		4
699	5		11
700	13		20
701	16		16
702	15		18
703	18		21
704	17		20
705	11		14
706	19		17
707	22		14
708	17		19
709	19		17
710	22		15
711	22		15
712	17		14
713	16		18
714	11		16
715	14		12
716	21		15
717	17		16
718	11		14
719	21		15
720	14		19
721	23		15
722	18		18
723	22		14
724	20		17
725	19		14
726	23		13
727	18		17
728	0		10
729	21		15
730	11		10
731	20		13
732	20		16
733	18		18
734	12		14
735	12		15
736	15		20
737	14		14
738	6		5
739	19		16
740	17		19
741	17		17
742	10		13
743	11		17
744	16		17
745	15		22
746	17		19
747	4		13
748	19		20
749	13		20
750	18		20
751	16		14
752	15		17
753	16		9
754	19		17
755	17		19
756	8		15
757	17		15
758	17		19
759	22		14
760	13		15
761	18		18
762	12		22
763	15		19
764	19		18
765	7		18
766	12		16
767	12		18
768	21		12
769	19		19
770	18		18
771	18		13
772	19		17
773	19		15
774	16		17
775	18		18
776	12		19
777	20		16
778	16		20
779	14		19
780	19		17
781	6		13
782	18		18
783	15		21
784	18		19
785	6		4
786	13		21
787	15		16
788	19		17
789	15		21
790	16		13
791	19		17
792	10		15
793	12		12
794	19		16
795	13		18
796	20		16
797	14		16
798	20		14
799	17		20
800	22		16
801	20		17
802	4		7
803	19		18
804	19		17
805	19		17
806	14		19
807	15		11
808	19		17
809	15		18
810	20		13
811	21		16
812	18		17
813	18		18
814	18		16
815	12		15
816	16		14
817	20		16
818	19		17
819	13		17
820	22		15
821	19		17
822	17		16
823	16		20
824	20		16
825	17		19
826	15		18
827	7		10
828	20		19
829	14		12
830	19		15
831	10		12
832	15		18
833	8		9
834	13		14
835	16		20
836	16		20
837	15		21
838	19		20
839	19		17
840	17		19
841	19		17
842	18		15
843	9		6
844	15		17
845	20		17
846	14		8
847	13		13
848	18		14
849	13		11
850	18		18
851	16		19
852	15		21
853	13		18
854	16		20
855	3		9
856	9		10
857	8		10
858	17		19
859	19		15
860	15		18
861	8		15
862	9		10
863	10		11
864	4		4
865	17		19
866	11		11
867	16		17
868	19		4
869	8		13
870	17		13
871	16		17
872	16		17
873	9		17
874	12		12
875	16		11
876	10		11
877	13		14
878	6		4
879	18		14
880	14		13
881	18		18
882	7		3
883	17		19
884	18		20
885	10		14
886	15		21
887	13		20
888	15		21
889	12		24
890	14		20
891	18		18
892	15		17
893	15		21
894	14		19
895	15		18
896	15		15
897	9		18
898	5		14
899	17		17
900	18		15
901	11		17
902	10		9
903	18		18
904	18		19
905	11		18
906	18		18
907	20		17
908	19		15
909	18		18
910	10		12
911	15		19
912	17		19
913	19		18
914	10		10
915	13		8
916	16		13
917	10		11
918	17		16
919	9		11
920	7		9
921	5		11
922	5		12
923	3		4
924	5		5
925	1		3
926	12		10
927	3		4
928	15		13
929	5		9
930	1		3
931	8		8
932	4		6
933	6		7
934	24		13
935	5		5
936	13		7
937	5		4
938	5		6
939	7		2
940	1		3
941	4		3
942	6		2
943	5		11
944	9		8
945	2		9
946	5		5
947	1		3
948	14		14
949	17		15
950	17		13
951	14		18
952	20		16
953	14		19
954	16		14
955	16		17
956	15		21
957	17		19
958	14		17
959	18		15
960	17		20
961	19		18
962	9		12
963	20		16
964	19		17
965	18		18
966	14		16
967	12		12
968	12		12
969	14		15
970	18		18
971	17		16
972	15		18
973	17		19
974	16		18
975	13		20
976	12		18
977	12		25
978	6		4
979	14		22
980	14		22
981	13		24
982	12		21
983	1		5
984	6		15
985	2		18
986	19		17
987	13		23
988	14		22
989	5		19
990	8		13
991	12		22
992	19		17
993	16		17
994	11		15
995	8		13
996	17		19
997	9		12
998	3		16
999	15		15
1000	9		13
