Episode	Agent 1	Agent 2
273	10		7
274	8		9
275	7		7
276	8		7
277	7		6
278	7		7
279	7		8
280	9		4
281	8		4
282	7		9
283	4		11
284	5		6
285	10		6
286	6		9
287	7		10
288	9		9
289	10		7
290	5		5
291	7		4
292	6		5
293	7		5
294	9		7
295	9		4
296	3		4
297	8		4
298	6		7
299	9		7
300	6		7
301	9		9
302	2		7
303	7		8
304	6		7
305	11		5
306	8		6
307	3		6
308	7		9
309	6		8
310	11		4
311	3		4
312	7		5
313	6		4
314	7		7
315	9		7
316	8		3
317	7		5
318	6		7
319	4		3
320	2		5
321	6		7
322	8		6
323	5		5
324	5		4
325	5		4
326	6		5
327	4		7
328	5		5
329	4		5
330	2		7
331	4		5
332	6		5
333	2		4
334	5		5
335	2		7
336	4		5
337	2		4
338	2		8
339	3		7
340	4		7
341	2		6
342	4		9
343	2		3
344	4		4
345	1		9
346	2		4
347	2		8
348	4		6
349	4		3
350	4		8
351	5		10
352	3		7
353	3		4
354	4		5
355	4		6
356	6		6
357	2		6
358	5		4
359	5		4
360	5		4
361	2		6
362	5		5
363	5		1
364	4		5
365	3		6
366	5		10
367	4		3
368	2		5
369	6		7
370	3		2
371	1		4
372	5		5
373	5		4
374	3		6
375	2		4
376	5		3
377	1		2
378	6		5
379	5		2
380	4		7
381	7		2
382	4		7
383	3		4
384	6		1
385	6		3
386	3		3
387	3		6
388	7		5
389	5		4
390	5		4
391	3		4
392	4		3
393	4		4
394	4		4
395	7		3
396	3		1
397	9		2
398	7		6
399	5		2
400	5		2
401	5		4
402	3		5
403	6		5
404	5		7
405	1		1
406	8		6
407	2		5
408	5		8
409	5		4
410	6		6
411	3		5
412	5		5
413	5		5
414	5		6
415	6		6
416	4		5
417	7		5
418	3		5
419	5		7
420	5		2
421	7		3
422	7		3
423	4		4
424	7		3
425	6		9
426	5		4
427	7		6
428	6		7
429	6		10
430	5		5
431	6		7
432	5		3
433	5		7
434	4		6
435	7		9
436	6		6
437	5		10
438	7		8
439	3		6
440	4		4
441	7		10
442	7		8
443	6		4
444	7		11
445	8		7
446	7		4
447	2		5
448	6		10
449	4		6
450	9		9
451	9		6
452	7		7
453	5		6
454	4		6
455	8		6
456	3		4
457	4		5
458	5		7
459	3		2
460	8		7
461	5		4
462	5		7
463	6		4
464	11		10
465	9		11
466	6		9
467	6		9
468	5		8
469	6		8
470	4		6
471	10		7
472	10		9
473	4		6
474	3		9
475	1		6
476	8		12
477	9		7
478	5		6
479	10		12
480	3		7
481	6		10
482	11		7
483	8		11
484	7		8
485	11		10
486	9		10
487	7		8
488	13		9
489	5		9
490	8		11
491	8		9
492	14		9
493	6		6
494	8		5
495	8		8
496	9		11
497	10		11
498	5		4
499	9		8
500	4		7
501	6		6
502	8		8
503	7		8
504	5		8
505	8		7
506	7		5
507	5		4
508	8		4
509	6		10
510	10		11
511	8		6
512	4		5
513	6		7
514	7		10
515	6		8
516	11		8
517	8		10
518	5		6
519	10		8
520	9		7
521	4		5
522	10		12
523	8		6
524	6		8
525	6		8
526	8		6
527	9		11
528	12		10
529	11		10
530	11		6
531	6		6
532	10		9
533	14		9
534	12		8
535	12		6
536	7		12
537	8		9
538	12		11
539	10		8
540	13		13
541	9		7
542	9		8
543	7		8
544	7		8
545	11		9
546	11		11
547	12		10
548	13		15
549	8		9
550	8		9
551	8		11
552	9		8
553	10		11
554	9		8
555	10		11
556	6		7
557	11		7
558	8		7
559	12		10
560	9		11
561	10		14
562	13		10
563	14		15
564	8		11
565	13		15
566	12		9
567	14		14
568	10		14
569	5		8
570	10		12
571	7		9
572	12		14
573	9		11
574	9		7
575	5		6
576	9		8
577	8		11
578	6		9
579	8		8
580	6		7
581	13		13
582	9		11
583	5		9
584	11		8
585	12		16
586	13		13
587	8		8
588	11		13
589	10		10
590	7		12
591	9		12
592	8		5
593	9		7
594	5		3
595	8		5
596	6		7
597	8		8
598	8		11
599	14		15
600	9		13
601	12		12
602	4		6
603	14		14
604	5		8
605	9		10
606	7		7
607	11		12
608	11		9
609	10		14
610	5		6
611	14		14
612	12		14
613	10		7
614	10		13
615	10		14
616	16		14
617	12		7
618	12		10
619	16		10
620	6		7
621	10		8
622	13		12
623	9		15
624	14		14
625	11		11
626	14		12
627	5		5
628	9		15
629	15		12
630	10		10
631	13		6
632	15		9
633	17		10
634	14		14
635	16		13
636	12		14
637	15		11
638	12		15
639	14		10
640	16		11
641	13		11
642	9		16
643	15		12
644	14		14
645	15		16
646	15		14
647	10		15
648	16		13
649	10		12
650	13		15
651	8		9
652	19		14
653	11		18
654	15		13
655	5		5
656	15		14
657	10		9
658	8		10
659	5		4
660	10		13
661	17		13
662	10		14
663	12		14
664	12		13
665	14		10
666	9		14
667	14		15
668	9		8
669	12		16
670	17		10
671	11		14
672	16		14
673	8		4
674	14		16
675	15		14
676	9		5
677	7		5
678	13		11
679	14		13
680	15		13
681	13		15
682	7		9
683	6		4
684	11		11
685	10		9
686	11		13
687	6		7
688	11		14
689	9		13
690	13		18
691	12		14
692	11		11
693	16		15
694	11		7
695	16		14
696	16		15
697	13		15
698	7		7
699	10		18
700	17		14
701	16		14
702	13		17
703	12		15
704	15		15
705	12		14
706	16		13
707	13		15
708	9		14
709	15		16
710	8		10
711	14		16
712	15		15
713	12		14
714	9		9
715	13		19
716	12		10
717	14		15
718	14		14
719	17		14
720	14		15
721	12		12
722	17		13
723	5		5
724	17		12
725	17		14
726	18		11
727	11		14
728	20		13
729	13		14
730	16		16
731	10		10
732	12		16
733	15		14
734	17		13
735	16		15
736	7		6
737	10		12
738	17		12
739	16		12
740	11		13
741	12		11
742	9		12
743	5		7
744	12		18
745	6		5
746	17		12
747	15		12
748	7		9
749	15		12
750	12		11
751	9		5
752	6		10
753	6		10
754	13		11
755	11		11
756	17		14
757	16		14
758	15		10
759	11		10
760	4		6
761	13		11
762	16		15
763	16		12
764	16		13
765	9		9
766	13		13
767	10		11
768	14		12
769	10		14
770	14		13
771	12		10
772	13		15
773	11		14
774	13		14
775	9		10
776	17		16
777	12		15
778	13		13
779	9		8
780	16		12
781	15		11
782	12		16
783	14		12
784	12		13
785	12		13
786	11		12
787	13		12
788	16		12
789	12		15
790	7		5
791	8		9
792	14		14
793	9		13
794	12		11
795	14		15
796	9		12
797	13		17
798	11		13
799	9		9
800	15		13
801	14		12
802	13		12
803	5		4
804	16		11
805	11		6
806	12		10
807	15		14
808	15		12
809	11		10
810	15		11
811	9		8
812	13		13
813	14		11
814	14		12
815	14		9
816	16		16
817	15		11
818	5		5
819	8		8
820	14		12
821	14		12
822	12		9
823	17		16
824	17		14
825	17		12
826	16		12
827	11		7
828	14		12
829	7		9
830	14		12
831	15		15
832	13		9
833	11		9
834	15		18
835	18		12
836	12		11
837	10		12
838	11		6
839	14		14
840	15		12
841	12		11
842	17		17
843	12		12
844	14		13
845	13		10
846	10		8
847	16		14
848	14		14
849	8		9
850	8		9
851	11		9
852	12		11
853	13		7
854	10		9
855	12		16
856	11		10
857	12		9
858	6		5
859	9		10
860	17		12
861	8		9
862	10		13
863	15		15
864	9		12
865	8		6
866	9		7
867	13		10
868	17		12
869	12		13
870	11		12
871	11		11
872	8		12
873	11		13
874	8		9
875	11		12
876	13		13
877	9		9
878	11		12
879	13		12
880	11		16
881	11		10
882	15		14
883	10		8
884	14		10
885	12		13
886	9		10
887	6		7
888	13		9
889	9		12
890	13		14
891	13		13
892	5		7
893	12		13
894	11		13
895	6		8
896	10		14
897	8		16
898	12		15
899	16		7
900	7		7
901	16		14
902	8		8
903	10		12
904	11		11
905	13		12
906	10		13
907	13		11
908	5		10
909	4		4
910	10		7
911	8		9
912	12		11
913	10		13
914	7		9
915	12		13
916	12		11
917	13		12
918	12		17
919	8		15
920	14		11
921	6		6
922	6		9
923	14		14
924	9		11
925	12		11
926	9		10
927	11		11
928	12		11
929	4		9
930	11		8
931	13		10
932	10		12
933	8		13
934	15		14
935	12		14
936	16		17
937	13		17
938	12		10
939	7		11
940	15		14
941	10		11
942	13		11
943	14		14
944	6		8
945	13		12
946	13		13
947	16		12
948	10		13
949	11		15
950	5		6
951	10		9
952	11		15
953	12		10
954	18		11
955	16		14
956	13		13
957	15		13
958	14		13
959	13		10
960	15		14
961	14		11
962	14		16
963	9		14
964	11		13
965	10		16
966	12		12
967	12		16
968	10		13
969	13		14
970	14		13
971	13		13
972	10		14
973	9		17
974	14		14
975	9		12
976	10		10
977	10		9
978	8		8
979	8		9
980	15		16
981	13		14
982	15		13
983	7		7
984	13		13
985	9		10
986	9		10
987	16		14
988	13		11
989	13		16
990	11		12
991	12		12
992	9		9
993	14		14
994	11		15
995	13		10
996	12		11
997	10		13
998	12		10
999	15		12
1000	11		13
1001	12		10
1002	9		6
1003	13		14
1004	14		13
1005	8		9
1006	12		9
1007	15		13
1008	13		12
1009	12		14
1010	13		16
1011	12		8
1012	6		9
1013	15		12
1014	14		14
1015	12		11
1016	9		12
1017	13		10
1018	12		10
1019	10		7
1020	14		8
1021	10		13
1022	16		13
1023	13		12
1024	12		15
1025	11		13
1026	14		12
1027	13		14
1028	12		16
1029	10		16
1030	13		11
1031	9		9
1032	10		12
1033	12		14
1034	10		10
1035	11		10
1036	8		7
1037	13		12
1038	12		14
1039	10		8
1040	9		8
1041	14		13
1042	14		11
1043	11		9
1044	15		15
1045	11		14
1046	11		12
1047	14		13
1048	13		4
1049	15		12
1050	8		8
1051	10		10
1052	14		14
1053	11		13
1054	12		13
1055	13		14
1056	13		10
1057	10		7
1058	16		13
1059	13		14
1060	6		7
1061	14		15
1062	17		13
1063	15		11
1064	12		11
1065	14		13
1066	13		13
1067	9		8
1068	7		5
1069	8		11
1070	16		13
1071	14		11
1072	16		15
1073	10		12
1074	13		14
1075	7		9
1076	11		17
1077	10		9
1078	8		18
1079	10		7
1080	11		12
1081	10		13
1082	14		13
1083	12		13
1084	14		15
1085	9		10
1086	16		9
1087	12		16
1088	15		9
1089	9		17
1090	15		16
1091	11		13
1092	12		13
1093	14		14
1094	11		15
1095	14		11
1096	9		14
1097	4		13
1098	8		11
1099	10		13
1100	10		9
1101	15		9
1102	11		11
1103	12		17
1104	15		14
1105	9		11
1106	9		12
1107	11		17
1108	13		16
1109	15		12
1110	14		15
1111	9		10
1112	12		14
1113	15		15
1114	17		13
1115	13		8
1116	8		13
1117	13		12
1118	14		8
1119	4		7
1120	16		9
1121	12		16
1122	13		12
1123	14		12
1124	14		17
1125	15		17
1126	14		14
1127	14		14
1128	11		15
1129	11		10
1130	8		10
1131	11		15
1132	12		15
1133	11		12
1134	17		14
1135	10		14
1136	13		13
1137	14		11
1138	11		13
1139	15		11
1140	9		6
1141	13		10
1142	12		15
1143	13		16
1144	7		9
1145	11		17
1146	12		16
1147	14		16
1148	12		14
1149	13		16
1150	12		11
1151	13		14
1152	6		12
1153	11		9
1154	9		9
1155	10		14
1156	16		13
1157	12		12
1158	9		12
1159	15		14
1160	13		16
1161	9		13
1162	14		17
1163	11		12
1164	13		15
1165	14		13
1166	13		13
1167	13		15
1168	9		11
1169	14		14
1170	12		11
1171	5		17
1172	13		10
1173	13		13
1174	13		16
1175	15		14
1176	12		13
1177	12		9
1178	12		16
1179	16		14
1180	14		14
1181	10		16
1182	15		13
1183	7		8
1184	7		7
1185	12		7
1186	14		14
1187	10		11
1188	5		8
1189	8		9
1190	15		16
1191	14		15
1192	11		9
1193	16		14
1194	13		10
1195	14		11
1196	11		12
1197	13		11
1198	15		12
1199	10		7
1200	8		8
1201	13		12
1202	10		16
1203	16		17
1204	12		16
1205	9		14
1206	12		14
1207	12		11
1208	13		14
1209	9		9
1210	11		13
1211	13		12
1212	14		16
1213	11		11
1214	12		14
1215	14		17
1216	9		12
1217	11		9
1218	10		13
1219	12		16
1220	15		16
1221	15		15
1222	6		9
1223	8		10
1224	18		14
1225	15		13
1226	7		9
1227	17		14
1228	10		15
1229	14		17
1230	16		12
1231	14		15
1232	14		13
1233	14		14
1234	11		8
1235	11		12
1236	14		14
1237	9		8
1238	7		6
1239	16		14
1240	11		15
1241	12		10
1242	12		11
1243	15		13
1244	12		13
1245	18		14
1246	13		10
1247	16		14
1248	13		13
1249	13		12
1250	11		11
1251	13		14
1252	15		14
1253	14		11
1254	12		11
1255	10		10
1256	13		16
1257	14		15
1258	12		12
1259	13		8
1260	15		16
1261	13		10
1262	10		9
1263	15		12
1264	13		13
1265	14		13
1266	13		15
1267	11		14
1268	11		12
1269	11		9
1270	11		11
1271	10		13
1272	12		15
1273	13		11
1274	11		9
1275	13		14
1276	15		14
1277	12		17
1278	13		14
1279	12		14
1280	16		13
1281	9		9
1282	16		15
1283	15		13
1284	13		13
1285	14		11
1286	13		9
1287	16		15
1288	14		15
1289	14		12
1290	16		11
1291	12		14
1292	14		13
1293	11		14
1294	15		13
1295	3		4
1296	19		10
1297	10		13
1298	12		15
1299	13		13
1300	11		14
1301	11		14
1302	3		2
1303	15		16
1304	14		16
1305	12		16
1306	12		15
1307	11		12
1308	14		9
1309	11		9
1310	10		9
1311	12		11
1312	8		9
1313	7		15
1314	15		13
1315	16		15
1316	15		15
1317	13		18
1318	12		12
1319	11		14
1320	13		11
1321	10		9
1322	13		14
1323	10		11
1324	11		12
1325	14		12
1326	16		14
1327	18		12
1328	15		11
1329	17		9
1330	15		12
1331	14		17
1332	19		11
1333	15		15
1334	17		14
1335	15		13
1336	11		13
1337	11		11
1338	16		15
1339	14		13
1340	13		13
1341	11		11
1342	15		14
1343	13		13
1344	8		15
1345	14		14
1346	12		18
1347	14		15
1348	13		10
1349	11		14
1350	13		11
1351	15		14
1352	10		12
1353	13		14
1354	14		15
1355	12		10
1356	16		11
1357	15		11
1358	14		13
1359	11		12
1360	13		11
1361	11		11
1362	6		9
1363	12		15
1364	5		5
1365	11		14
1366	14		14
1367	12		10
1368	12		9
1369	15		16
1370	13		14
1371	14		12
1372	15		16
1373	9		15
1374	15		14
1375	13		12
1376	12		15
1377	12		18
1378	12		10
1379	15		15
1380	14		13
1381	12		14
1382	16		14
1383	16		10
1384	16		15
1385	13		16
1386	15		14
1387	17		15
1388	16		13
1389	13		14
1390	14		15
1391	15		14
1392	10		14
1393	9		6
1394	14		14
1395	17		9
1396	11		16
1397	14		16
1398	11		12
1399	15		14
1400	11		13
1401	12		16
1402	14		14
1403	15		13
1404	13		14
1405	11		14
1406	14		13
1407	10		18
1408	12		14
1409	12		15
1410	13		17
1411	14		12
1412	10		14
1413	14		18
1414	11		14
1415	12		16
1416	12		14
1417	10		9
1418	14		16
1419	13		15
1420	14		13
1421	17		14
1422	10		15
1423	13		15
1424	16		16
1425	16		10
1426	16		16
1427	10		9
1428	12		14
1429	12		8
1430	12		16
1431	9		13
1432	11		15
1433	14		15
1434	13		13
1435	11		13
1436	12		16
1437	16		15
1438	8		7
1439	16		17
1440	15		14
1441	14		13
1442	13		16
1443	13		15
1444	15		14
1445	12		14
1446	10		15
1447	10		15
1448	12		18
1449	16		12
1450	14		15
1451	10		7
1452	12		14
1453	9		11
1454	16		16
1455	15		13
1456	10		12
1457	6		8
1458	12		16
1459	9		16
1460	14		15
1461	13		12
1462	6		7
1463	15		17
1464	13		12
1465	13		13
1466	16		15
1467	3		3
1468	15		16
1469	6		8
1470	13		11
1471	14		16
1472	13		16
1473	10		8
1474	10		14
1475	11		10
1476	13		12
1477	14		17
1478	16		13
1479	12		14
1480	17		15
1481	14		12
1482	15		15
1483	5		7
1484	13		19
1485	11		15
1486	12		16
1487	13		14
1488	13		14
1489	12		12
1490	11		14
1491	15		17
1492	16		12
1493	14		14
1494	14		11
1495	12		15
1496	7		10
1497	12		15
1498	10		14
1499	14		12
1500	11		11
